review_id,product_id,review_rating,review_title,review_body,ft_type_100,tokens,gpt,llama,ft_gpt_100,ft_llama_100,ft_bert_adam_100,ft_bert_adamw_100,ft_bert_sgd_100,ft_roberta_adam_100,ft_roberta_adamw_100,ft_roberta_sgd_100,ft_type_50,ft_gpt_50,ft_llama_50,ft_bert_adam_50,ft_bert_adamw_50,ft_bert_sgd_50,ft_roberta_adam_50,ft_roberta_adamw_50,ft_roberta_sgd_50
9179,545,4,well made but only lighly padded,im glad i bought them but the padding is thin compared to some gelpadinsert cycling gloves or the old pachmayr decelerator halffinger shooting gloves that are no longer manufactured these will likley reduce the sting of shooting a large caliber handgun somewhat but not drastically they have the padding in all the right places most buyers will use the medsmall the smaller of the two sizes theyll fit tight the lgxl will be loose unless you have a large hand and the fingers too long unless you have very long fingers the ms fit tight so well se how long the stitching holds,test,125,4,4,4,4,4,4,5,4,4,5,test,4,4,4,4,2,4,4,2
9184,544,5,best value for the money,target and competitive shooting requires extensive gear investment of the many thousands of dollars ive invested in my shooting only a few products stand out as significant value this is one of them the caldwell target camera represents the best 350 ive spent the system is easy to set up and performs as described the camera itself is basic the tripods are also basic the app is simple and uncluttered with no frills however the sum of the parts perform well and are worth more than the individual parts invest your money in this camera system youll be happy you did,test,115,5,5,5,5,4,5,5,5,4,5,test,5,5,5,5,2,4,5,2
9188,545,5,christmas gift,it is for christmas gift for hubby,test,10,5,1,3,1,4,5,5,5,4,5,test,3,1,4,4,2,4,5,2
9198,546,1,one star,only for ar15 rifles nowhere found in description,test,11,1,1,1,1,3,2,5,2,3,5,test,1,1,3,3,2,1,1,2
9204,546,4,well made easy to use but,i got the stronger batteries but you better have your target in the shade period 50 75 feet in cloudy or twilight is about it no sun understand that and you can get on target and take it from there on the range to be fair i was using iron sights with a rifle scope or pistol would be different in retrospect i might not have went out 75 at first might have been more accurate at 40 start closer and work out i would sight in a foot low for a 75 yard zero it is diffidently well made and worth what you pay for you are not being ripped off this is my first light so really should not be rating this im sure there is others that cost much more that are not as good,test,151,4,4,4,4,4,4,5,4,4,5,test,4,4,3,4,2,4,4,2
9240,549,3,good product even if a bit pricey,very nicely done but i should have just built one myself,test,18,4,3,4,3,4,4,5,4,4,5,test,4,3,4,4,2,4,4,2
9241,549,4,four stars,xmas gift from my wife it looks great havent used it yet,test,16,4,4,4,4,4,4,5,4,4,5,test,4,4,4,4,2,5,5,2
9257,550,2,nice but will break,i liked the clear finish on the rod that will be likely to catch less dirt and i also liked the fact that it comes in at least two caliber groups not just one rod fits all calibers how would you trust a rod that will fit any caliber from 22 to 45 works well howeverit did not last long it broke in two pieces when i tried to push a tighter patch tipton has apparently started to make these rods inchina about a year ago they are just doing what everyone else is doing making more profit from something that could have been made here of a better quality but less profit i think that now everybody is making these rods in china i would stay away from them and try to find some good brass rods,test,149,2,2,2,2,2,2,5,2,3,5,test,2,2,2,3,2,3,3,2
9261,550,3,if you like gambling,first one came bouncing around the shipping box and broken didnt even have the brass outsert for threading jags and brushes amazon sent me a replacement this one was in the tipton factory packaging plastic tube and completely intact inside of the same type of shipping box the first one came in well see how it holds up but i imagine for a 17 hmr itll be fine also i ordered a 36 and it barely fits my cz455 with a bore guide length wise so keep that in mind if i were to order again i would have purchased a 40,test,115,4,1,3,3,3,3,5,3,3,5,test,3,3,3,3,2,3,3,2
9263,550,3,expensive but best out there,this is the best cleaning rod you will ever buy it is expensive for a cleaning rod however after having bunch of mix and match of several brands this is the one that i always pick for cleaning it is longer than your standard cleaning rods that you see at sporting goods store but it will clean almost all long barrel riflesupdate 9th feb 2014unfortunately the cleaning rod broke from the brass tip in less than a year i called the battenfield technologies owners of tipton brand and they agreed to send me a replacement for free of charge i will see how long the replacement will last so 5 stars for customer service and minus 2 stars for product,test,139,3,4,3,3,4,4,5,4,3,5,test,3,3,3,4,2,3,3,2
9268,550,4,fantastic cleaning rod,overall this is a fantastic cleaning rod unfortunately i was sent a used rod that had a broken jag stuck in the end took me quite some time to drilltap the broken jag out of the threads i figured that would be easier than exchanging the rod i have the 46 rod for my 24 barrel tikka 465 oal its perfect the ball bearings in the handle are very smooth and the carbon fiber rod is slick the one thing i would change is the bronze tip ill have to clear coat the bronze tip so i dont get false positives when using my copper remover that bronze tip negates the purpose of using nickel jags easy fix though i highly recommend this cleaning rod,test,137,5,5,4,4,4,5,5,4,3,5,test,4,4,4,4,2,4,3,2
9271,550,4,excellent cleaning rod but be careful to measure so you get one that isnt too long,26 was was just a bit too long for what i needed on my ar15 but it fits down the bore and does the job the rod is well made and the carbon fiber is superior to other metals that could scratch or damage the receiver chamber or rifling i like how the rod is free floating and i can see it rotate as i run it down the barrel with a patch that shows me that the patch is contacting and following the lands and grooves this is the second tipton carbon fiber cleaning rod i own and recommend them,test,123,5,5,4,4,4,5,5,5,4,5,test,4,4,4,4,2,5,5,2
9280,551,4,they have to broken in,guns are machines plain and simple they are made of steel and steel when it is first manufactures is sharp and rough there are many parts of a rifle that need to be properly broken in this is a controversial topic there are many internet ninjas who will tell you that you do not need to break in barrels and other rifle components i have dealt with machines of different types for over 20 years i will tell you that steel machinery needs to be properly broken in to get maximum performance out of them guns are not exceptioni personally break in each and every new barrel that i own this lapping kit allows me to break them in quicker and more consistently in much the same way that many top end barrel manufacturers do you can also use the lapping compound to help break in bolts and barrel extensions,test,160,5,3,5,3,1,1,5,3,4,5,test,5,3,3,1,2,5,5,2
9285,551,5,this system works if you know what youre doing,this system works it will provide the best results if you know what youre doing first use lead bulletsnot fmj you are polishing not grinding buy lead rifle bulletsor better yet pour your own soft lead second thoroughly clean your barrel between abrasive groups get your barrel absolutely clean before firing the next abrasive group third its best to fire too few rounds than too many start with groups of three evaluate you barrel between iterations this process takes time if you have no patience dont use this product if you believe that lapping your barrel will quickly make you a world class shooter go back to video games four understand that barrel precision improvement may be subtle if youre a poor rifleman you wont see the improvement,test,142,4,4,5,4,4,2,5,2,3,5,test,5,4,3,4,2,3,4,2
9291,553,5,five stars,very handy tool a must have for serious reloaders,test,12,5,5,5,5,4,5,5,5,4,5,test,5,5,4,5,2,5,5,2
9293,554,1,one star,did not fit in my dpms ar 10,test,12,1,1,1,1,1,1,5,2,3,5,test,1,1,1,1,2,3,1,2
9302,556,2,major dents at 100 yards,so im plugging away at 100 yards using 223 placing shot on top of shot and when i go down range there were deep dents in the steel figured this was 38 ar500 it should hold i have walmart plates 38 that have held up for 7 years i deliberately bought name brand for reliability and couldnt be mor disappointed handled my hand guns at 25 yards so i gave it 2 stars maybe a 12 would have been better but i will never know,test,104,2,2,2,2,2,2,5,2,1,5,test,2,2,2,1,2,3,2,2
9327,558,1,i dont know where all these great reviews are coming from bc these are terrible shoes,these are awful yes the sole is soft but thats the only positive i can give i wear 995 but i ordered a 10 bc i like room for my feet my heel hangs off the back of the shoe and so do the sides of my feet the strap is so tight i can barely squeeze my feet under them i figured id give em a try since i squeezed my foot into them and took my dog for a walk around the block i made it 5 mins before i was barefoot bc the cloth between my toes was rubbing my skin raw i gave them to my friend who wears an 8 in shoes and she said they were alright but said the cloth rubbed her toes raw too so i guess if you buy these buy 2 sizes up and pray what a waste of 30,test,173,1,1,1,1,1,1,5,1,2,5,test,1,1,2,1,2,2,1,2
9340,558,4,nice sandals,these sandals are comfortable for walking and standing for hours without pain in your legs,test,17,5,4,5,4,5,5,5,5,5,5,test,5,4,5,5,2,5,5,2
9346,558,5,love them,these are the most comfortable flip flops,test,10,5,5,5,5,5,5,5,5,5,5,test,5,5,5,5,2,5,5,2
9359,559,4,muck boot womens rubber garden boots snow,fits true size i wear size 7 fits good,test,18,4,4,5,4,5,5,5,5,4,5,test,5,4,4,4,2,5,5,2
9365,559,4,four stars,the length of the fit is perfect but they do slip on my heels,test,16,4,4,4,4,4,3,1,3,4,5,test,4,4,4,4,2,4,5,2
9366,559,5,these boots are my favorite,these boots are so versatile and comfortable i got these as yardgarden shoes because i have muck winter boots that i love theyre super cute and i love that you can have them at midcalf length or folded down to ankle length on rainy days i can even wear them on a walk and theyre honestly more comfortable than my tennis shoes the only thing to beware of is that if your socks are too low prolonged use of the boots can rub the backs of your ankles raw,test,101,5,5,5,5,4,5,5,5,4,5,test,5,5,4,5,2,5,4,2
9367,559,5,great boots,my wife likes these boots better than any shes ever had,test,14,5,5,5,5,5,5,5,5,5,5,test,5,5,5,5,2,5,5,2
9374,559,5,best one so far,it started to rain the day my boots arrived and didnt stop for a couple of days the chicken run was muddy despite putting down lots of hay the path to the raised bed garden was muddy we literally had a mudfest these boots have good traction were easy to get on and off and easy to rinse with the hose they are a little loose in the heel i wear a 7 and ordered a 7 but i dont slip out of them until i intend to take them off very comfortable,test,100,5,4,5,4,4,5,5,5,5,5,test,5,4,4,4,2,4,5,2
9379,560,2,overpriced size down,there is nothing particularly wrong with the jacket but its definitely not worth more than 30 bucksi got the small size and i can probably fit 3 loose hoodies under the jacket im 56 120lbthe jacket is loose in the arms and around the waist but not so much around the bust so if youre more than a c cup dont size downother than that the quality is good the jacket is waterproof and lightweight it packs easy and its a good thing to take on a hike it does get wrinkly though so if you want to look your best while hiking this might not be the best,test,124,4,3,3,3,3,3,5,3,4,5,test,3,3,4,3,2,4,3,2
9384,560,4,love this jacket,fantastic jacket for the price runs large which was a pleasant surprise,test,15,4,5,5,5,5,5,5,5,5,5,test,5,5,5,5,2,5,5,2
9386,560,4,very waterproof,loved this jacket and was perfect for rainy days while visiting iceland completely kept the rain out however it was a sweat factory inside the jacket there are vents on the back that did very little for me this might be avoided if you purchase a jacket with a looser fit another annoyance there was a sticker on the front of the jacket letting you know that the jacket can be folded into one of its pockets for storage and that sticker did not come off easily it also left a residue that i still havent completely gotten removed as i am afraid to use harsh chemicals on it because it might affect the fabric overall a for external dryness,test,126,3,3,4,3,3,3,5,2,3,5,test,4,3,3,4,2,3,3,2
9396,562,5,it is a gift,the gift seems perfect but it is a gift for xmas,test,16,5,4,4,4,5,5,5,3,3,5,test,4,4,4,3,2,4,4,2
9399,564,3,not well suited for short curvy gals,arctix womens shield shell system jacketi am 5ft1 and this jacket hits midthigh on me unfortunately this jacket is exceptionally tight through the thigh area and then extremely loose from the waist upi also had my daughter who is 5ft2 and typically wears sizes 24 try this jacket on as well and she ran into the same issues in the thigh areawhat would traditionally be side pockets are situated on the very front of the jacket meaning if you are someone who likes to place your hands in your pocket its going to both feel and look awkwardunfortunately this jacket does not seem to work well for shorter gals especially if you have curves,test,141,2,3,2,3,3,2,5,2,3,5,test,2,3,2,2,2,3,2,2
9415,566,2,tiny opening,looks great but the opening is tinytoo tiny for the size of the purse,test,17,2,1,3,1,3,3,1,3,3,5,test,3,1,3,3,2,3,3,2
9433,567,2,sizing has changed so has the quality,i have old pairs of these exact shows from 2018 and before in a size 8 so i ordered a new size 8 and it was about 14 inch shorter had to exchange for a 9 so size up if youre replacing an old pair im a size 8 in all my other shoes also the squishiness is significantly less and these feel very stiff not like the yoga mat sandals i know and love ive had 3 pairs previously but now theyve changed and theyre not as comfortable i think they must have a new manufacturer or something very disappointing,test,121,2,2,3,2,2,2,5,2,3,5,test,3,2,2,3,2,2,2,2
9448,567,5,this is my third pair,i love these flip flops they are so incredibly comfortable i hardly wear anything else all summer i already have two other pairs of these but purchased a third pair in white with the sole purpose of being able to continue to wear my favorite shoes with a larger variety of outfits so they matchthe soles are thick and cushy and yet somehow dont seem to add any height which for someone who is nearly six feet tall is ideal they are very lightweight but also really strong ive had my first pair for over five years and they pretty much still look brand new despite pretty much constant use for half of the year you can wear them with casual clothes gym clothes or dressed up to go out i cant say enough good things about these,test,147,5,5,5,5,5,5,5,5,5,5,test,5,5,4,5,2,5,5,2
9454,569,5,beautiful boots that keep my feet safe and dry boyfriend approved,it is so nice to have dry feet before these i didnt possess a single pair of shoes that kept my feet dry i love these boots they are comfortable great for work and somewhat light for a steel toe when i first put them on i felt like they might have been a little big but now they feel fine i guess i adjusted to themtheyre beautiful the toe is kind of masculine for a western style boot but it makes sense given that theyre steel toe theyre pretty comfortable right out of the box my boyfriend even likes them and looks good in them our feet are about the same size i have big feet he says theyre comfortable and lightalso its not that big a deal but i like that they have a zipper in the back it just gives me more space to adjust my leggings if neededim so glad i bought these,test,175,5,5,5,5,5,5,5,5,5,5,test,5,5,5,5,2,5,5,2
9480,571,4,runs small but otherwise great,its a beautiful blue jacket with a blue gray lining very comfortable although the arms are somewhat slimmer than expected i purchased both a medium and a small i usually wear small in everything but i decided on the medium due to the arms im 52 and 115 pounds for reference the arms are a bit long which is normal for my body size but might be beneficial to a taller person the length is right at my butt even in the size small the zippers are a great quality and are not scratchy when putting your hands in your pockets and they glide smoothly i appreciate the depth of the hood and the pockets roomy and accommodating and not shallow there are cheaper options on amazon which i have purchased but at the sale prices this columbia jacket is well worth it and i highly recommend it,test,160,4,5,4,4,4,5,5,5,4,5,test,4,4,4,4,2,4,5,2
9512,572,4,excellent quality,the product is way more than i expected love it,test,13,5,5,5,5,5,5,5,5,5,5,test,5,5,5,5,2,5,5,2
9527,573,1,poor design,three major design flaws first the leathervinyl backdrop is folded when shipped and for storage this results in a crease in the material causing a line in the backdrop you can edit out the line with photoshop but for the cost this shouldnt be necessary to fix this the unit should have the backdrop removed and rolled up two the sides are not strong enough to hold the unit up alone this means the sides will slightly cave in making the backdrop uneven again resulting in something that can be fixed with photoshop but why and lastly the lighting is not well diffused this will cause a glare on anything that might show a reflection the overall build and materials are great but the lack of a good backdrop and ability to properly store said backdrop are why this unit is only worth 1 star,test,157,1,1,1,1,2,2,5,2,3,5,test,1,1,2,2,2,2,2,2
9551,573,5,why didnt we order this a long time ago,weve been taking pictures of the stuff we sell online for years we started with blank walls and thought those were pretty good then we got one of the soft popup boxes to take pictures in and the white background was even better the problem we always had was lighting and to a lesser degree reflections we tried lighting it up with studio lights that shine through the fabric like a soft box that was okay but had a weird color that had to be corrected in editing then we tried natural sunlight shining through the tent that worked best but always left one side in shadows plus it still cast a weird color to correct and there was still the issue of reflections which we fixed in editingwe found this type of led photo box a while ago and thought it looked pretty nifty with its own light inside but they were awfully expensive when we found the amazon basics model it was a better price but still a little rich so we waited for a sale before we caved and bought itwhy didnt we order this a long time ago were taking the brightest pictures yet and the reflections are historyfirst well admit that its a bit bulky its a plus that it folds for storage and transport although we wont be traveling with it but its just a tad awkward to raise it up and down the main bulk is in the top where the lights are and in the folddown plastic that makes the back wall the concept of unfolding it is easy but the execution takes a little coordination to hold the light pull it open without overstretching these elastics that are inside and pull down that wall so it has support closing it is the opposite but you have to make sure the top doesnt fall when you release that wall we decided that its easier to openclose on its side on the floor and then lift it onto the counter again none of this is hard its just strange until you get used to itonce it was on the counter the first thing we noticed was the height were using the kitchen island because its a good height for taking pictures without too much bending and its the only place we have a plug convenient you may have a better spot so this may not apply we just wanted to note that its natural height on a normal counter makes for a reach to put the camera over the top photo hole which we love by the way maybe were just too short and should get a ladder or we should put it on a shorter table yes there are solutions were simply telling you about the height to the top hole and cord storage compartment in case you can picture yourself in this situationinside the photo box its our new happy place we like the overall size of the box that accommodates most items the background is broad enough that we dont have to edit the corners out of the pictures we havent tried it yet with larger things like clothes that require a little space to spread out so there still may be some edges in the pictures anyway we really like the smooth vinyl backdrop unlike our other tent with a fuzzy backdrop that got dirty and then lost splotches of fuzz when we washed it this backdrop easily wipes clean there are a few wrinkles in the backdrop where it folds for storage but the instructions say that those can be ironed out from the backside we havent tried that yet we see that the backdrop is on a rod that looks like it could snap out but we see no reason to snap it out unless amazon starts selling other colors of interchangeable backdrops for these boxes we also like that theres plenty of velcro to hold flaps in place as needednow can we talk about the light oh heavens led light at last its so beautiful that its almost tiring to the eyes after long photo sessions but the way that the box is so white and our objects are in vivid natural color with no side shadows is worth it we have to get used to closing the front flap though weve always just stood in front of the old tent so old habits are hard to break but when we do that we notice that there is still a subtle discoloring that has to be corrected when we close the flap the light bounces off the white in all directions and results in brighter picturesdid we mention how much we like the holes to shoot through finally most of those pesky selfreflections are eliminated depending upon the object youre photographing and the angle through the hole you still may see the reflection of the camera lens peeking in but thats better than seeing you and the room behind you the magnetic strips make it a breeze to fling open any hole and have the flap catch without hanging in the wind weve used all the holes but the top might just be our favorite weve always tried to take top angles but they either come out blurry or crooked from the awkward way you have to hold the camera with this box we can just set the camera on top so its steady and it really is shooting straight down oh the wonders we should have treated ourselves to long agoif we had to find one con its that there is no onoff switch for the light you have to plug it and unplug it the power cord plugs into a small opening covered by a flap near the top left rear in and out is on and off a small inline toggle switch would have been nice and less wearing on the pin as long as that doesnt break its not a deal breaker to this otherwise fabulous new photo toy now if only our stuff would start selling faster with the beautiful new pictures,test,1075,5,5,5,5,3,2,5,2,3,5,test,5,5,3,2,2,3,3,2
9552,573,5,great size super easy setup and takedown,id previously bought a similarsized light box that required a lot of set up with poles and extra parts and then you pretty much had to leave it set up which was not ideal in my small space i saw this and ordered it and i am so glad i did it was so easy to set up you basically just open it lol and if you pay attention to what its doing as youre opening it then taking it back down is very easy too you have to pull up on one panel to make it collapse the interior lights up beautifully without me having to fiddle with anything the only thing i had to look in the manual for was where to actually plug in the lights i only have my iphone for photos and this works perfectly for that and i dont have to leave it set up absolutely worth every penny,test,166,5,5,5,5,5,5,5,5,5,5,test,5,5,4,5,2,5,5,2
9564,574,1,batteries failed after 3 days of use,i placed the batteries in service 3 days ago and they have degraded so much in those 3 days that the device stopped functioning i have three of these devices that are identical and the 2 with the amazon basics batteries stopped functioning the 1 that i put duracell batteries in is still showing over 90 battery life and is still functioning perfectly i wont buy any more amazon basic batteries they are also not eligible for return despite the fact that they are defective,test,102,2,1,1,1,1,1,5,1,1,5,test,1,1,1,1,2,1,1,2
9593,575,3,not holding charge while unused,although the description says theyre charged when shipped the ones i received were not all had to be charged i put them in a box in a drawer awaiting use the first time i used two of them the device they were in alerted me to a low battery charge after 24 hours when i put them in the charger they were indeed almost depleted i checked the other batteries which had been fully charged and they were also mostly depleted so the batteries do not hold their charge when not being used disappointing so i will not buy the amazon brand again,test,110,2,2,1,2,1,1,5,1,1,5,test,1,2,1,1,2,2,1,2
9604,575,5,save the planet save your pocket,i did a bit of a rabbit hole dive researching rechargable batteries what i found is that as a rule batteries manufactured in japan are a cut above the ones produced in china i was pleased to realize amazon basics batteries are made in japan after discovering this trend almost always the best value and consistent with the better battery category i made this purchase there is extensive scientific research that the best performing rechargable batteries come from japan of the batteries from japan there is not much difference you might as well go with the least expensivethe last bunch of rechargable batteries i purchased was over ten years ago they were eneloop also made it japan theyre still going strong even after extreme use in high temperatures i needed more batteries that is the only reason im having to make this purchase,test,161,5,4,5,5,1,5,5,5,5,5,test,5,5,4,5,2,5,5,2
9619,576,3,just gonna put this out there,i bought new batteries recieved an open and used pack as you can see in the pictures it was already opened only 8 batteries wrapped and the rest all messed up in the box included scratches and dents on a few not surprised because the label thats stickered on the box was sliced right down the middle the other one pictured is what i recieved after making a return brand spanking new i gave 3 stars due to the mix of the hassle of driving and wasting gallons of gas to reach a store and the fact that the initial product was used,test,113,2,3,3,3,1,2,5,2,1,5,test,3,3,1,1,2,2,3,2
9625,577,1,not hdcp 22 compliant stay away,i bought a brand new apple tv 4k latest generation frankly a dumb upgrade over my previous gen atv 4k since you can buy the new remote but i digress i plugged this new atv into my receiver via the same cables that worked perfectly on the previous gen atv i was immediately met with 510 second no signal screens and several apps ceased to work i figured i had an old hdmi cable causing the issue so i ordered this one to remedy it upon plugging it in i had atmos stuttering issues and disney presented the error in the attached screenshoti called apple livid under the assumption it had to be the atv not the certified cable i eventually decided to try another cable and it instantly resolved all issuescable is garbage quality no need to buy monster junk but this is not worth a cent,test,174,1,1,1,1,1,1,5,1,1,5,test,1,1,1,1,2,1,1,2
9661,578,4,shipping issues,great little cord poor delivery service you should stop using usps,test,14,3,2,4,2,4,4,5,4,4,5,test,4,2,1,1,2,2,1,2
9665,578,4,good deal,good quality product for the price just as described in pretty heavy duty,test,15,4,4,5,4,4,4,5,4,4,5,test,5,4,5,5,2,5,5,2
9680,579,2,charges too quickly,in the promo for this cord they said it would charge the iphone 12 up more quickly than any other charger its definitely true that its fast but at this point this thing charges the phone before i even plug it in it must be some sort of telepathic nikola tesla voltage through the air thing somehow my mind the cable and the phone are causing voltage to jump through the atmosphere i guess i shouldnt be complaining but having a phone that is always charged up and ready to rock has increased my usage to the point that its breaking up my marriage would not buy again,test,117,1,1,3,1,1,2,5,1,1,5,test,3,1,1,1,2,2,1,2
9713,580,4,lowest price on amazon,it almost amazes me that imma actually bought a bunch of throwaway dry cells but that is what happened yup thats right got a good price on a couple led replacements for the regular incandescent bulbs in 3 d cell a c cell maglites i bought for 15 leaking batteries probably ruined the c cell but very little sign of use on the d cells cept the red one has vertigo might need a new switch for plasma development on the moon no lie esmeralda that there old hank hill got it goin on know what i meannow i had 3 big d cell maglites with leds they is bright at night like a big old full moon on a clear night well these batteries might be rotted before they are drained of all that alkaline juice what i mean jack,test,169,4,3,3,3,1,2,5,2,3,5,test,3,3,2,3,2,2,1,2
9748,582,1,bad buy smth different,worked for less than a month replaced and everything works fine,test,16,2,2,2,2,3,2,5,3,3,5,test,2,2,2,2,2,2,3,2
9751,582,2,this is not true hdmi 21,this cable pretends to be hdmi 21 but no where on the product description or the packaging says what hdmi spec it will conform to just 8k or 4k120yes for some applications it will do 4k120 but only at 8 bit andor 422 for most people this probably wont matter but if youre actually trying to get true 4k120 rgb444 10bit with hdr this cable wont work for you the anker certified hdmi21 cable is one of the only ones ive found that will do it reliably,test,120,3,3,2,3,3,2,5,2,3,5,test,2,3,1,2,2,2,2,2
9795,584,1,hdmi,kept falling out of the monitor the fit was good enough,test,13,3,2,3,2,3,3,5,3,3,5,test,3,2,4,3,2,3,3,2
9796,584,1,no audio no warning or info about this condition in description,great dvi to hdmi display quality but no audio this adapter is for video only and it works good for that your pc will have to use a separate audio speaker system this cable will not play thru monitor speakers turns out dvi doesnt support audio and this new septre monitor which is a fantastic display when using the hdmi plugin port wants to see audio thru hdmi which is a normal hdmi function and in turn disables its analog input audio the designers should know dvi doesnt have audio support so simply identify the situation in the description that separate audio system required cable for video only,test,127,2,1,3,1,3,2,5,2,3,5,test,3,1,2,3,2,2,2,2
9804,584,2,at first it was very good did exactly as i expected,at first it was very good did exactly as i expected but shortly after the first week it started to short out leaving my screen black for a few seconds then coming back on i thought it was just the old monitor id gotten hooked up to use as a second monitor until that quit on me a month later now im using it as a primary cable from my computer to my tv and its still doing it ive figured out its highly sensitive to movement even though the cardport its plugged into are secured as much as possible whenever a part of the cable itself is moved by the slightest bit it completely blacks out for 5 seconds then intermittently comes on and off for about 30 seconds its very frustrating its so sensitive that something brushing against the desk its set up on will cause it to go on and off for minutes,test,171,3,1,2,2,2,2,5,2,2,5,test,2,1,2,1,2,2,2,2
9807,584,3,nice cord,the cord did its job over heats tho,test,10,4,4,4,4,4,4,1,3,3,5,test,4,4,4,4,2,3,4,2
9809,584,3,i bought the wrong item,so i bought the wrong item and it doesnt fit the device i needed it for im keeping it because it looks solid and im sure one day i will need it but im giving it 3 stars across the board in hopes that it doesnt hurt or help this product i will say the quality of the material and the sturdiness of the cable itself has given me high hopes for what its capable of ill update my review when i find a way to use it which im absolutely positive will be soon,test,103,3,3,3,3,3,3,5,3,3,5,test,3,3,2,1,2,4,4,2
9811,584,4,it works,gets the job done connects new pc to old monitor,test,12,4,5,4,4,5,4,5,4,4,5,test,4,5,4,4,2,4,4,2
9822,585,1,requires driver download,requires the download of a driver from maufactors website,test,14,2,4,3,4,3,1,5,2,3,5,test,3,4,3,1,2,3,4,2
9826,585,2,got slow to detect tcl 4k after only a week,i got this to connect 4k60hz display port to my tcl 4k screen worked great for a week then got slow to detect but good picture so i decided to keep it since i wanted 4k right then two days after the miserly 30 day return window it died maybe its great to just hang off of a theatre screen and never change anything but using it between a few computers over a weeknahitll irritate the heck out of yaand die young,test,111,1,2,1,2,1,1,5,2,3,5,test,1,2,1,2,2,2,2,2
9827,585,2,thick plastic around dp end of the adapter,the plastic around the dp connector is pretty thick so if youre hurting for space or a slimmer adapter either be prepared to file some of the plastic down on these adapters or buy something slimmer the plastic around the dp end is a little much for the tower chassis edge where my video card sits no pressure clips on this device to lock the adapter into the port along with the bulky plastic around the port adapter makes this hard to use on my tower often has to be removed and reseated to make a connection,test,110,2,3,3,3,3,2,5,2,3,5,test,3,3,3,3,2,3,2,2
9829,585,2,not hdr compatible more like either 4k30hz or 1080p60hz,i got 2 of the amazon basics displayport to hdmi adapter 4k60hz one for my laptop and one for my desktop to connect to my 55 hdr tv the picture is scrabled when i turn on the hdr in windows on both devices when set to 4k60hz when running 1080p60k it is fine and some times the picture scrambles out of the blue too,test,101,2,2,2,2,2,2,5,2,3,5,test,2,2,2,2,2,3,2,2
9831,585,2,not what i wanted,this was supposed to be usbhdmi,test,12,1,1,1,1,1,2,1,2,3,5,test,1,1,3,2,2,3,1,2
9845,585,5,works at 4k60 hz perfectly,im very pleased to report that this adapter works perfectly for me at 4k60 hz when a different brand that was advertised to work at 60 hz did not my pc is a 2022 gigabyte z690 ud ax motherboard with an intel core i512600k cpu using the integrated intel uhd 770 gpu i have my 4k toshiba tv hooked up via this adapter and the displayport jack on the motherboard and a 1080p lg tv hooked up via the hdmi jack on the motherboard both operate as they should at 60 hz simultaneously,test,128,5,5,5,5,5,5,5,5,5,5,test,5,5,5,5,2,5,5,2
9847,586,1,hilarious this is amazons top pick,this xlr cable had a constant buzzing and static effect on my mic currently running a sm7b going into a go xlr with no cloud lifter it was honestly unbearable due to the mic feedback going into my headphones forcing me to listen to the awful engineering bezos put behind this product most likely an outsourced cable from china with terrible product control run at all costs if you want an alternative there are plenty and spending the extra 510 dollars now on your 100 mic is worth saving you the headache of trying to find a good replacement my recommendation is linkin park they are still a budget option and ive never had any falws,test,137,1,1,1,1,1,1,5,1,1,5,test,1,1,1,1,2,1,5,2
9880,587,2,beware,this cable arrived january 2 it is now jan 30 and look at this cable the wires are completely exposed i have arranged to have this one replaced i will update my results with the replacement a month from now to see how it holds up in case this cable was a fluke if the next one does the same i will just return it i should have bought the anker powerline cable the last one of those i had lasted almost a year without any issues i was hoping for similar performance from this amazon basics cable the sturdiness of the cable looks similar but i guess looks might be deceivingedit2nd one did the same thing dont buy this cable,test,135,1,1,1,1,1,1,5,1,1,5,test,1,1,1,1,2,1,1,2
9911,588,4,got it fast an it works,fast delivery an it works,test,11,5,5,4,4,4,5,5,3,3,5,test,4,5,4,4,2,4,3,2
9927,589,1,brings noise that is not ignorable,i use focusrite scarlett solo with audio technica mic when i turn the input gain to max on audio interface the noise level is at 30db this is like if you are speaking in a normal voice and you put a gate to reduce noise in daw your voice will continuously breaking as it is 30db even after i find a metal and connect it from my mic to the ground to reduce that sound it is still 42dbdont buy it if you need studio quality vocal recording,test,107,1,1,1,1,1,1,5,1,1,5,test,1,1,1,1,2,1,1,2
9935,589,3,quality,i feel like it not the same quality as a cord that would come with a interface,test,18,2,2,3,3,2,3,1,2,3,5,test,3,2,3,3,2,3,2,2
9947,590,1,stopped working within a month,stopped working within in a month,test,11,1,1,1,1,1,1,5,1,1,5,test,1,1,1,1,2,1,1,2
9967,591,1,bad connector cheap thin cable lots of static when moved,if you were going to leave this in one place where it will never get moved or touched this may work for youotherwise this follows the bizarre trend of using the thinnest cheapest wire that will work with poor fitting plug and wiretoplug connection for audio cables ive purchased a lot since the majority are junk and fail after a short time but this takes the cake as top junk anytime it moves i have to push the wire into the connector and this is right out of the box im probably going to buy some high end connectors and just make my own ive not found any decent audio cables here,test,127,1,1,1,1,1,1,5,2,3,5,test,1,1,1,1,2,2,1,2
